InstanceName;InstancePath;sumCj;fonction objective (sum wjUj);fonction objective MIP;N;n;m;HighSpeed Scheduling;LowSpeed Scheduling;Heuristic name;Heuristic description;time;deviation;precision
instance0_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance0_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3012.5;159;1;60;30;2;"M0 : 3, 16, 46, 52, 7, 5, 37, 51, 38, 41, 53, 31, 22, 58, 10, 60, 39, 17, 33, 30 | ";"M0 : 19, 29, 23, 44, 4, 12, 48, 50, 45, 6 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.7e-05;15800;0.00628931
instance1_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance1_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2100;135;1;60;30;2;"M0 : 1, 37, 54, 34, 2, 15, 27, 46, 56, 38, 48, 14, 20, 19, 30, 35, 58, 9, 5, 50 | ";"M0 : 49, 17, 18, 12, 33, 13, 21, 43, 45, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.8e-05;13400;0.00740741
instance2_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance2_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3110;150;1;60;30;2;"M0 : 19, 54, 53, 10, 33, 55, 23, 16, 35, 22, 46, 49, 45, 50, 59, 20, 12, 9, 18, 31 | ";"M0 : 5, 58, 41, 36, 44, 21, 38, 1, 4, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.6e-05;14900;0.00666667
instance3_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance3_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;4225.5;149;1;60;30;2;"M0 : 54, 47, 7, 20, 41, 50, 38, 8, 1, 21, 22, 11, 48, 25, 3, 6, 10, 58, 13, 35 | ";"M0 : 28, 30, 2, 12, 24, 14, 17, 51, 4, 32 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.8e-05;14800;0.00671141
instance4_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance4_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3472.5;156;1;60;30;2;"M0 : 34, 35, 56, 27, 38, 18, 14, 53, 32, 1, 21, 22, 20, 59, 29, 55, 3, 4, 57, 26 | ";"M0 : 60, 42, 12, 44, 6, 17, 43, 51, 40, 28 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";4.1e-05;15500;0.00641026
instance5_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance5_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2956.5;121;1;60;30;2;"M0 : 36, 28, 5, 46, 55, 8, 49, 40, 41, 51, 9, 1, 34, 23, 57, 58, 10, 53, 56, 11 | ";"M0 : 39, 50, 6, 43, 17, 60, 29, 24, 44, 14 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.9e-05;12000;0.00826446
instance6_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance6_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;5810;164;1;60;30;2;"M0 : 21, 29, 42, 19, 4, 53, 49, 51, 32, 43, 28, 11, 18, 34, 20, 17, 7, 9, 5, 58 | ";"M0 : 50, 40, 36, 33, 41, 59, 48, 54, 57, 16 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.9e-05;16300;0.00609756
instance7_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance7_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2066;140;1;60;30;2;"M0 : 39, 32, 46, 59, 58, 3, 10, 17, 20, 47, 14, 60, 30, 11, 7, 13, 34, 27, 57, 53 | ";"M0 : 38, 31, 25, 1, 9, 42, 51, 49, 19, 45 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.9e-05;13900;0.00714286
instance8_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance8_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3833;156;1;60;30;2;"M0 : 9, 10, 19, 30, 52, 45, 4, 59, 57, 50, 12, 15, 11, 47, 8, 24, 3, 13, 17, 36 | ";"M0 : 43, 40, 33, 1, 26, 28, 53, 23, 34, 41 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";3.8e-05;15500;0.00641026
instance9_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance9_n_30_N_60_tf_0.2_rdd_0.4_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2972;150;1;60;30;2;"M0 : 10, 30, 28, 37, 20, 14, 11, 33, 5, 38, 27, 44, 31, 16, 42, 4, 52, 21, 48, 23 | ";"M0 : 22, 36, 9, 13, 40, 51, 1, 15, 59, 57 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.9e-05;14900;0.00666667
instance0_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance0_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;4994.5;176;1;60;30;2;"M0 : 44, 60, 30, 29, 33, 16, 14, 21, 26, 45, 24, 20, 47, 52, 39, 17, 28, 23, 10, 8 | ";"M0 : 58, 56, 27, 22, 50, 2, 40, 13, 54, 9 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";3.4e-05;17500;0.00568182
instance1_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance1_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3779;150;1;60;30;2;"M0 : 39, 2, 10, 21, 25, 38, 44, 40, 17, 48, 24, 42, 26, 18, 41, 11, 5, 6, 16, 52 | ";"M0 : 23, 57, 55, 20, 58, 29, 46, 32, 7, 45 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.2e-05;14900;0.00666667
instance2_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance2_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2987;120;1;60;30;2;"M0 : 40, 9, 2, 10, 32, 52, 28, 19, 18, 20, 48, 29, 55, 5, 25, 15, 24, 6, 37, 50 | ";"M0 : 51, 23, 47, 59, 26, 30, 16, 34, 39, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.7e-05;11900;0.00833333
instance3_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance3_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3643;137;1;60;30;2;"M0 : 6, 49, 41, 8, 4, 16, 15, 21, 19, 50, 47, 10, 54, 1, 31, 51, 20, 11, 58, 56 | ";"M0 : 57, 36, 12, 33, 18, 17, 24, 42, 23, 25 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.9e-05;13600;0.00729927
instance4_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance4_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3657.5;147;1;60;30;2;"M0 : 45, 35, 27, 19, 6, 51, 36, 39, 1, 49, 9, 31, 34, 5, 25, 60, 26, 11, 58, 50 | ";"M0 : 15, 18, 53, 14, 57, 29, 22, 56, 20, 42 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.9e-05;14600;0.00680272
instance5_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance5_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3420.5;151;1;60;30;2;"M0 : 48, 3, 59, 46, 37, 14, 5, 55, 30, 17, 26, 29, 6, 44, 19, 50, 12, 15, 41, 24 | ";"M0 : 56, 43, 52, 8, 47, 54, 7, 39, 21, 25 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.6e-05;15000;0.00662252
instance6_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance6_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2199;115;1;60;30;2;"M0 : 7, 42, 45, 51, 47, 1, 12, 29, 5, 57, 22, 38, 33, 58, 18, 39, 17, 43, 3, 16 | ";"M0 : 26, 48, 54, 52, 8, 53, 19, 11, 10, 28 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";3.2e-05;11400;0.00869565
instance7_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance7_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;5494.5;169;1;60;30;2;"M0 : 58, 18, 34, 38, 60, 5, 40, 43, 33, 21, 2, 35, 26, 47, 45, 16, 49, 20, 6, 23 | ";"M0 : 25, 56, 53, 12, 15, 37, 17, 9, 11, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.6e-05;16800;0.00591716
instance8_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance8_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;4006.5;138;1;60;30;2;"M0 : 27, 7, 24, 49, 39, 34, 54, 33, 45, 50, 21, 42, 8, 44, 55, 20, 58, 16, 2, 35 | ";"M0 : 30, 31, 57, 29, 18, 17, 41, 14, 9, 53 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";3e-05;13700;0.00724638
instance9_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance9_n_30_N_60_tf_0.2_rdd_0.6_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2979.5;136;1;60;30;2;"M0 : 8, 26, 52, 29, 60, 5, 10, 38, 31, 27, 3, 16, 14, 39, 4, 18, 28, 13, 17, 21 | ";"M0 : 57, 15, 24, 19, 54, 56, 36, 23, 41, 59 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";3.3e-05;13500;0.00735294
instance0_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance0_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;2529;144;1;60;30;2;"M0 : 23, 39, 52, 26, 20, 35, 30, 5, 1, 31, 43, 58, 32, 47, 45, 11, 15, 56, 3, 59 | ";"M0 : 50, 10, 53, 38, 41, 33, 51, 13, 55, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.8e-05;14300;0.00694444
instance1_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance1_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3482;114;1;60;30;2;"M0 : 9, 5, 26, 59, 54, 43, 12, 37, 4, 41, 57, 19, 40, 28, 23, 16, 45, 24, 31, 20 | ";"M0 : 58, 2, 36, 3, 39, 48, 7, 34, 10, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.9e-05;11300;0.00877193
instance2_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance2_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3738.5;146;1;60;30;2;"M0 : 23, 58, 20, 2, 7, 43, 41, 32, 52, 22, 18, 15, 36, 44, 46, 12, 47, 39, 27, 26 | ";"M0 : 54, 57, 21, 33, 31, 19, 16, 56, 51, 48 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";3e-05;14500;0.00684932
instance3_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\instances60job\performances\instance3_n_30_N_60_tf_0.2_rdd_0.8_mMax_1_m0_1_Vmax_2.0_V0_1.0.txt;3158;135;1;60;30;2;"M0 : 10, 31, 22, 32, 34, 18, 48, 28, 54, 17, 30, 19, 1, 35, 9, 21, 5, 36, 46, 4 | ";"M0 : 2, 39, 8, 53, 60, 29, 14, 55, 44, 41 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.2e-05;13400;0.00740741
