InstanceName;InstancePath;sumCj;fonction objective (sum wjUj);fonction objective MIP;N;n;m;HighSpeed Scheduling;LowSpeed Scheduling;Heuristic name;Heuristic description;time;deviation;precision
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance0.txt;281.5;15;5;15;7;2;"M0 : 1, 2, 15, 11, 9 | ";"M0 : 6, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;2;0.333333
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance1.txt;304;22;4;15;7;2;"M0 : 12, 9, 2, 13, 6 | ";"M0 : 10, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.1e-05;4.5;0.181818
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance2.txt;118.5;10;0;15;7;2;"M0 : 11, 1, 13, 8, 9 | ";"M0 : 12, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.1e-05;1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance3.txt;257.5;0;0;15;7;2;"M0 : 12, 3, 10, 4, 2 | ";"M0 : 14, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.2e-05;0;1;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance4.txt;239.5;5;0;15;7;2;"M0 : 9, 7, 15, 2, 11 | ";"M0 : 6, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.5e-05;1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance0.txt;320;15;2;15;7;2;"M0 : 8, 13, 6, 12, 2 | ";"M0 : 4, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;6.5;0.133333
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance1.txt;114.5;16;0;15;7;2;"M0 : 13, 2, 14, 1, 12 | ";"M0 : 8, 5 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance2.txt;330.5;20;0;15;7;2;"M0 : 6, 7, 5, 10, 4 | ";"M0 : 11, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance3.txt;416;24;6;15;7;2;"M0 : 15, 5, 6, 12, 2 | ";"M0 : 1, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;3;0.25
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance4.txt;207.5;21;5;15;7;2;"M0 : 1, 5, 11, 8, 12 | ";"M0 : 10, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;3.2;0.238095
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance0.txt;177.5;3;0;15;7;2;"M0 : 2, 4, 8, 7, 11 | ";"M0 : 1, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance1.txt;160.5;8;0;15;7;2;"M0 : 9, 12, 8, 5, 2 | ";"M0 : 14, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1e-05;1;0;
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance2.txt;271;27;5;15;7;2;"M0 : 4, 1, 12, 9, 8 | ";"M0 : 13, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;4.4;0.185185
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance3.txt;203.5;4;0;15;7;2;"M0 : 6, 12, 10, 3, 4 | ";"M0 : 2, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance4.txt;272.5;20;0;15;7;2;"M0 : 5, 9, 10, 8, 2 | ";"M0 : 14, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance0.txt;319.5;18;12;15;7;2;"M0 : 13, 9, 15, 11, 7 | ";"M0 : 2, 12 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;0.5;0.666667
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance1.txt;217;29;2;15;7;2;"M0 : 12, 6, 8, 15, 4 | ";"M0 : 13, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;13.5;0.0689655
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance2.txt;228.5;24;6;15;7;2;"M0 : 2, 1, 6, 3, 9 | ";"M0 : 14, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.1e-05;3;0.25
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance3.txt;346.5;23;8;15;7;2;"M0 : 5, 2, 7, 6, 8 | ";"M0 : 13, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1e-05;1.875;0.347826
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance4.txt;188.5;7;2;15;7;2;"M0 : 1, 7, 2, 9, 15 | ";"M0 : 13, 6 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1e-05;2.5;0.285714
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance0.txt;153;1;0;15;7;2;"M0 : 6, 14, 1, 11, 5 | ";"M0 : 3, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance1.txt;246;13;3;15;7;2;"M0 : 13, 15, 2, 14, 4 | ";"M0 : 11, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.2e-05;3.33333;0.230769
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance2.txt;342;25;2;15;7;2;"M0 : 12, 7, 2, 8, 10 | ";"M0 : 3, 1 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.1e-05;11.5;0.08
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance3.txt;205;15;2;15;7;2;"M0 : 4, 6, 1, 13, 7 | ";"M0 : 2, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1e-05;6.5;0.133333
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance4.txt;77.5;3;0;15;7;2;"M0 : 1, 3, 8, 6, 7 | ";"M0 : 2, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance0.txt;154;5;0;15;7;2;"M0 : 3, 7, 13, 2, 8 | ";"M0 : 10, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance1.txt;194.5;7;1;15;7;2;"M0 : 15, 11, 1, 10, 14 | ";"M0 : 3, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;6;0.142857
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance2.txt;213.5;15;5;15;7;2;"M0 : 5, 15, 12, 9, 2 | ";"M0 : 1, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;2;0.333333
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance3.txt;158;16;0;15;7;2;"M0 : 11, 13, 9, 15, 6 | ";"M0 : 14, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance4.txt;237.5;8;5;15;7;2;"M0 : 8, 14, 6, 11, 5 | ";"M0 : 12, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;0.6;0.625
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance0.txt;156.5;8;1;15;7;2;"M0 : 12, 11, 2, 6, 3 | ";"M0 : 8, 1 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;7;0.125
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance1.txt;245.5;20;3;15;7;2;"M0 : 4, 9, 8, 3, 15 | ";"M0 : 1, 14 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1e-05;5.66667;0.15
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance2.txt;113.5;9;0;15;7;2;"M0 : 8, 3, 12, 7, 2 | ";"M0 : 6, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance3.txt;220;15;1;15;7;2;"M0 : 8, 12, 2, 7, 13 | ";"M0 : 4, 9 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;14;0.0666667
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance4.txt;308;14;2;15;7;2;"M0 : 7, 15, 8, 10, 11 | ";"M0 : 2, 6 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";6e-06;6;0.142857
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance0.txt;141;6;0;15;7;2;"M0 : 15, 13, 4, 6, 2 | ";"M0 : 5, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance1.txt;270.5;23;2;15;7;2;"M0 : 9, 6, 12, 13, 1 | ";"M0 : 3, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;10.5;0.0869565
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance2.txt;213.5;12;1;15;7;2;"M0 : 3, 1, 13, 15, 9 | ";"M0 : 7, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;11;0.0833333
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance3.txt;172.5;14;0;15;7;2;"M0 : 1, 3, 4, 5, 9 | ";"M0 : 7, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance4.txt;262;14;1;15;7;2;"M0 : 12, 4, 14, 1, 3 | ";"M0 : 5, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;13;0.0714286
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.6_rdd_0.2_mMax_1_m0_1\instance0.txt;248;25;11;15;7;2;"M0 : 4, 13, 2, 9, 7 | ";"M0 : 6, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_SPT_EDD_WithConstantLateness 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;1.27273;0.44
