InstanceName;InstancePath;sumCj;fonction objective (sum wjUj);fonction objective MIP;N;n;m;HighSpeed Scheduling;LowSpeed Scheduling;Heuristic name;Heuristic description;time;deviation;precision
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance2.txt;752.5;28;0;15;7;2;"M0 : 14, 10, 7, 5, 6 | ";"M0 : 3, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance3.txt;765;41;0;15;7;2;"M0 : 9, 13, 7, 6, 8 | ";"M0 : 15, 5 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance4.txt;681;30;0;15;7;2;"M0 : 12, 10, 5, 1, 14 | ";"M0 : 3, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance0.txt;646;29;2;15;7;2;"M0 : 14, 9, 5, 10, 3 | ";"M0 : 11, 1 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.7e-05;13.5;0.0689655
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance1.txt;777;30;0;15;7;2;"M0 : 15, 11, 6, 4, 10 | ";"M0 : 7, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;1;0;
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance2.txt;741;31;0;15;7;2;"M0 : 13, 12, 9, 8, 1 | ";"M0 : 2, 14 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.8e-05;1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance3.txt;802;24;6;15;7;2;"M0 : 9, 4, 8, 13, 11 | ";"M0 : 10, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.1e-05;3;0.25
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance4.txt;846;19;5;15;7;2;"M0 : 9, 4, 15, 7, 3 | ";"M0 : 6, 14 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.9e-05;2.8;0.263158
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance0.txt;610.5;20;0;15;7;2;"M0 : 6, 10, 9, 3, 12 | ";"M0 : 14, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance1.txt;589.5;23;0;15;7;2;"M0 : 13, 15, 4, 3, 10 | ";"M0 : 6, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;1;0;
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance2.txt;801.5;31;5;15;7;2;"M0 : 5, 7, 3, 14, 15 | ";"M0 : 10, 6 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.1e-05;5.2;0.16129
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance3.txt;585.5;18;0;15;7;2;"M0 : 5, 1, 8, 14, 9 | ";"M0 : 13, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance4.txt;766;15;0;15;7;2;"M0 : 6, 3, 7, 12, 4 | ";"M0 : 13, 1 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.1e-05;1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance0.txt;796;43;12;15;7;2;"M0 : 3, 10, 14, 8, 5 | ";"M0 : 6, 1 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.4e-05;2.58333;0.27907
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance1.txt;709.5;32;2;15;7;2;"M0 : 7, 10, 14, 1, 9 | ";"M0 : 11, 5 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;15;0.0625
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance2.txt;828.5;26;6;15;7;2;"M0 : 12, 15, 7, 13, 10 | ";"M0 : 4, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;3.33333;0.230769
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance3.txt;905.5;35;8;15;7;2;"M0 : 3, 12, 1, 14, 11 | ";"M0 : 10, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;3.375;0.228571
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance4.txt;888.5;36;2;15;7;2;"M0 : 5, 4, 8, 3, 11 | ";"M0 : 10, 12 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.2e-05;17;0.0555556
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance0.txt;810;23;0;15;7;2;"M0 : 15, 7, 12, 4, 2 | ";"M0 : 10, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.4e-05;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance1.txt;930;35;3;15;7;2;"M0 : 7, 5, 8, 12, 1 | ";"M0 : 9, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.2e-05;10.6667;0.0857143
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance2.txt;671;36;2;15;7;2;"M0 : 14, 5, 13, 11, 6 | ";"M0 : 15, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.2e-05;17;0.0555556
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance3.txt;659.5;34;2;15;7;2;"M0 : 15, 11, 5, 3, 10 | ";"M0 : 12, 9 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1e-05;16;0.0588235
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance4.txt;650;43;0;15;7;2;"M0 : 12, 11, 15, 5, 4 | ";"M0 : 10, 14 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";2.1e-05;1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance0.txt;586.5;30;0;15;7;2;"M0 : 6, 12, 1, 9, 4 | ";"M0 : 5, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance1.txt;755;36;1;15;7;2;"M0 : 13, 8, 5, 9, 4 | ";"M0 : 12, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.6e-05;35;0.0277778
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance2.txt;788;42;5;15;7;2;"M0 : 10, 4, 7, 8, 6 | ";"M0 : 13, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;7.4;0.119048
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance3.txt;789;22;0;15;7;2;"M0 : 1, 10, 4, 7, 12 | ";"M0 : 8, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance4.txt;776.5;45;5;15;7;2;"M0 : 15, 9, 2, 10, 4 | ";"M0 : 1, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;8;0.111111
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance0.txt;667.5;14;1;15;7;2;"M0 : 5, 10, 9, 7, 13 | ";"M0 : 15, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;13;0.0714286
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance1.txt;771.5;41;3;15;7;2;"M0 : 12, 5, 2, 11, 10 | ";"M0 : 6, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.4e-05;12.6667;0.0731707
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance2.txt;475.5;18;0;15;7;2;"M0 : 15, 5, 14, 11, 9 | ";"M0 : 1, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance3.txt;645.5;31;1;15;7;2;"M0 : 10, 6, 1, 5, 15 | ";"M0 : 11, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.5e-05;30;0.0322581
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance4.txt;693;34;2;15;7;2;"M0 : 13, 12, 5, 3, 1 | ";"M0 : 14, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.2e-05;16;0.0588235
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance0.txt;645;38;0;15;7;2;"M0 : 3, 8, 12, 9, 1 | ";"M0 : 14, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.3e-05;1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance1.txt;668.5;28;2;15;7;2;"M0 : 7, 8, 5, 4, 11 | ";"M0 : 14, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1.4e-05;13;0.0714286
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance2.txt;853;40;1;15;7;2;"M0 : 4, 14, 5, 12, 2 | ";"M0 : 6, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;39;0.025
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance3.txt;767;35;0;15;7;2;"M0 : 14, 2, 15, 8, 6 | ";"M0 : 11, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance4.txt;762.5;36;1;15;7;2;"M0 : 13, 7, 9, 11, 15 | ";"M0 : 6, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";1e-05;35;0.0277778
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.6_rdd_0.2_mMax_1_m0_1\instance0.txt;615;28;11;15;7;2;"M0 : 5, 11, 12, 14, 8 | ";"M0 : 3, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";9e-06;1.54545;0.392857
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.6_rdd_0.2_mMax_1_m0_1\instance1.txt;822;35;10;15;7;2;"M0 : 3, 12, 8, 13, 14 | ";"M0 : 6, 9 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";7e-06;2.5;0.285714
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.6_rdd_0.2_mMax_1_m0_1\instance2.txt;821;34;11;15;7;2;"M0 : 1, 9, 8, 13, 4 | ";"M0 : 2, 12 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_LateToEarly 
 and choosing the 1-swap with highest improvement";8e-06;2.09091;0.323529
