InstanceName;InstancePath;sumCj;fonction objective (sum wjUj);fonction objective MIP;N;n;m;HighSpeed Scheduling;LowSpeed Scheduling;Heuristic name;Heuristic description;time;deviation;precision
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance0.txt;315;35;5;15;7;2;"M0 : 1, 2, 15, 14, 3 | ";"M0 : 6, 12 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.1e-05;600;0.142857
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance1.txt;434.5;32;4;15;7;2;"M0 : 10, 2, 13, 7, 15 | ";"M0 : 9, 5 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.3e-05;700;0.125
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance2.txt;135.5;18;0;15;7;2;"M0 : 11, 1, 13, 9, 14 | ";"M0 : 12, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.4e-05;-1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance3.txt;366;17;0;15;7;2;"M0 : 14, 10, 11, 13, 7 | ";"M0 : 3, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.5e-05;-1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.6_mMax_1_m0_1\instance4.txt;276.5;14;0;15;7;2;"M0 : 9, 7, 15, 10, 5 | ";"M0 : 6, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.2e-05;-1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance0.txt;389.5;21;2;15;7;2;"M0 : 8, 15, 14, 5, 1 | ";"M0 : 13, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.9e-05;950;0.0952381
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance1.txt;124.5;7;0;15;7;2;"M0 : 13, 2, 14, 12, 9 | ";"M0 : 8, 5 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.9e-05;-1;0;
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance2.txt;336.5;29;0;15;7;2;"M0 : 6, 7, 5, 10, 2 | ";"M0 : 11, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1e-05;-1;0;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance3.txt;506;36;6;15;7;2;"M0 : 15, 6, 2, 10, 4 | ";"M0 : 5, 9 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";9e-06;500;0.166667
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_0.8_mMax_1_m0_1\instance4.txt;220;16;5;15;7;2;"M0 : 1, 5, 11, 8, 6 | ";"M0 : 10, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.2e-05;220;0.3125
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance0.txt;219;19;0;15;7;2;"M0 : 2, 4, 8, 6, 10 | ";"M0 : 1, 5 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.4e-05;-1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance1.txt;196;0;0;15;7;2;"M0 : 9, 12, 7, 1, 15 | ";"M0 : 14, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.6e-05;-1;1;
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance2.txt;298;36;5;15;7;2;"M0 : 4, 1, 2, 11, 8 | ";"M0 : 13, 9 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.6e-05;620;0.138889
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance3.txt;221.5;9;0;15;7;2;"M0 : 6, 12, 10, 7, 8 | ";"M0 : 2, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1e-05;-1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.2_rdd_1.0_mMax_1_m0_1\instance4.txt;288.5;27;0;15;7;2;"M0 : 5, 9, 10, 11, 13 | ";"M0 : 14, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.8e-05;-1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance0.txt;375;38;12;15;7;2;"M0 : 13, 9, 12, 3, 6 | ";"M0 : 2, 4 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.6e-05;216.667;0.315789
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance1.txt;217;29;2;15;7;2;"M0 : 12, 6, 8, 15, 4 | ";"M0 : 13, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";9e-06;1350;0.0689655
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance2.txt;307;38;6;15;7;2;"M0 : 2, 6, 8, 4, 15 | ";"M0 : 14, 9 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.6e-05;533.333;0.157895
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance3.txt;413.5;36;8;15;7;2;"M0 : 5, 2, 6, 10, 15 | ";"M0 : 13, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";8e-06;350;0.222222
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.2_mMax_1_m0_1\instance4.txt;309;23;2;15;7;2;"M0 : 1, 7, 9, 4, 11 | ";"M0 : 13, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.3e-05;1050;0.0869565
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance0.txt;284.5;6;0;15;7;2;"M0 : 6, 14, 1, 12, 2 | ";"M0 : 3, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1e-05;-1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance1.txt;267.5;23;3;15;7;2;"M0 : 13, 15, 2, 6, 7 | ";"M0 : 11, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";9e-06;666.667;0.130435
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance2.txt;373.5;35;2;15;7;2;"M0 : 12, 7, 2, 5, 4 | ";"M0 : 3, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";8e-06;1650;0.0571429
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance3.txt;253.5;32;2;15;7;2;"M0 : 4, 6, 13, 15, 5 | ";"M0 : 2, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.7e-05;1500;0.0625
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.4_mMax_1_m0_1\instance4.txt;106.5;26;0;15;7;2;"M0 : 1, 3, 13, 9, 12 | ";"M0 : 2, 6 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.4e-05;-1;0;
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance0.txt;220;28;0;15;7;2;"M0 : 3, 7, 15, 5, 1 | ";"M0 : 10, 6 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";8e-06;-1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance1.txt;217.5;16;1;15;7;2;"M0 : 15, 11, 7, 14, 13 | ";"M0 : 3, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";9e-06;1500;0.0625
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance2.txt;249.5;25;5;15;7;2;"M0 : 5, 15, 12, 10, 7 | ";"M0 : 1, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";9e-06;400;0.2
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance3.txt;187;14;0;15;7;2;"M0 : 11, 13, 9, 6, 5 | ";"M0 : 14, 15 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.3e-05;-1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.6_mMax_1_m0_1\instance4.txt;242.5;16;5;15;7;2;"M0 : 8, 14, 6, 7, 5 | ";"M0 : 12, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";3.4e-05;220;0.3125
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance0.txt;166;26;1;15;7;2;"M0 : 12, 11, 2, 14, 5 | ";"M0 : 8, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";8e-06;2500;0.0384615
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance1.txt;352.5;35;3;15;7;2;"M0 : 4, 9, 15, 5, 2 | ";"M0 : 1, 6 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";9e-06;1066.67;0.0857143
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance2.txt;129;0;0;15;7;2;"M0 : 8, 3, 13, 2, 14 | ";"M0 : 6, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.2e-05;-1;1;
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance3.txt;284;18;1;15;7;2;"M0 : 8, 2, 7, 10, 11 | ";"M0 : 12, 13 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.3e-05;1700;0.0555556
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_0.8_mMax_1_m0_1\instance4.txt;363;29;2;15;7;2;"M0 : 7, 8, 9, 14, 5 | ";"M0 : 2, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.1e-05;1350;0.0689655
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance0.txt;147.5;16;0;15;7;2;"M0 : 15, 13, 4, 6, 14 | ";"M0 : 5, 11 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.1e-05;-1;0;
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance1.txt;375;48;2;15;7;2;"M0 : 3, 12, 15, 8, 5 | ";"M0 : 6, 10 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.1e-05;2300;0.0416667
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance2.txt;260;26;1;15;7;2;"M0 : 3, 1, 15, 9, 4 | ";"M0 : 7, 8 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.1e-05;2500;0.0384615
instance3;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance3.txt;199;22;0;15;7;2;"M0 : 1, 3, 4, 9, 11 | ";"M0 : 7, 5 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";8e-06;-1;0;
instance4;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.4_rdd_1.0_mMax_1_m0_1\instance4.txt;275.5;19;1;15;7;2;"M0 : 12, 4, 14, 1, 15 | ";"M0 : 5, 2 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";8e-06;1800;0.0526316
instance0;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.6_rdd_0.2_mMax_1_m0_1\instance0.txt;295;37;11;15;7;2;"M0 : 4, 2, 9, 5, 3 | ";"M0 : 13, 7 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.2e-05;236.364;0.297297
instance1;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.6_rdd_0.2_mMax_1_m0_1\instance1.txt;443;49;10;15;7;2;"M0 : 11, 15, 7, 12, 8 | ";"M0 : 10, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1.1e-05;390;0.204082
instance2;C:\Users\benhi\source\repos\BiLevel_Scheduling_Industry_4.0\instances\performances\n_7_N_15_tf_0.6_rdd_0.2_mMax_1_m0_1\instance2.txt;388.5;38;11;15;7;2;"M0 : 14, 10, 7, 11, 1 | ";"M0 : 5, 3 | ";"LSolver - Best of All Decision && FSolver - Best 1-Swap Heuristic";"Applying the selection rules : L_LWPTRule 
 and selecting the best solution from these selection rules
Checking 1-swap possibility with : F_Dumb 
 and choosing the 1-swap with highest improvement";1e-05;245.455;0.289474
